candidate_name,end_date,daily_average,model,drift_pred
Donald Trump,2024-10-22,48.58461538461539,48.217098338965215,
Donald Trump,2024-10-23,47.111111111111114,48.17524986427891,
Donald Trump,2024-10-24,46.285714285714285,48.04426031022443,
Donald Trump,2024-10-25,48.18181818181818,47.849534383198424,
Donald Trump,2024-10-26,46.84285714285714,47.76483263000613,
Donald Trump,2024-10-27,47.67,47.602205316987444,
Donald Trump,2024-10-28,47.75909090909091,47.49018512474654,
Donald Trump,2024-10-29,48.9304347826087,47.39265743301391,
Donald Trump,2024-10-30,48.21904761904762,47.38394664581212,
Donald Trump,2024-10-31,48.570454545454545,47.35388120585074,
Donald Trump,2024-11-01,47.4,47.36296284431125,
Donald Trump,2024-11-02,48.81739130434782,47.31367878664486,
Donald Trump,2024-11-03,47.4375,47.362539753621284,
Donald Trump,2024-11-04,49.77333333333333,47.34119995109675,
Donald Trump,2024-11-05,,47.47784900617201,49.78323097463284
Kamala Harris,2024-07-21,46.5,45.5,
Kamala Harris,2024-07-22,45.5,44.5721,
Kamala Harris,2024-07-23,44.0,43.641101590000005,
Kamala Harris,2024-07-24,44.9,42.671026755361005,
Kamala Harris,2024-07-25,47.333333333333336,41.836538002960474,
Kamala Harris,2024-07-26,48.666666666666664,41.2423400667551,
Kamala Harris,2024-07-27,48.0,40.798660405277246,
Kamala Harris,2024-07-28,47.5,40.35449446658509,
Kamala Harris,2024-07-29,48.0,39.92142570522156,
Kamala Harris,2024-07-30,48.0,39.57063676317251,
Kamala Harris,2024-07-31,46.666666666666664,39.262104709864225,
Kamala Harris,2024-08-01,48.57142857142857,38.89738614706348,
Kamala Harris,2024-08-02,49.0,38.711846706083286,
Kamala Harris,2024-08-03,48.0,38.59090014788893,
Kamala Harris,2024-08-04,49.0,38.428178958457615,
Kamala Harris,2024-08-05,46.375,38.36904907647372,
Kamala Harris,2024-08-06,49.0,38.14712078316812,
Kamala Harris,2024-08-07,49.1,38.14726851674925,
Kamala Harris,2024-08-08,48.475,38.17740664509453,
Kamala Harris,2024-08-09,48.666666666666664,38.18331005050094,
Kamala Harris,2024-08-10,49.0,38.22423193308952,
Kamala Harris,2024-08-11,46.666666666666664,38.308251730170745,
Kamala Harris,2024-08-12,49.0,38.240609479489585,
Kamala Harris,2024-08-13,50.0,38.363630239782516,
Kamala Harris,2024-08-14,47.392307692307696,38.5724759233514,
Kamala Harris,2024-08-15,47.13333333333333,38.6026855942468,
Kamala Harris,2024-08-16,50.0,38.63056674330341,
Kamala Harris,2024-08-17,49.0,38.88103868843179,
Kamala Harris,2024-08-18,49.0,39.065227416155466,
Kamala Harris,2024-08-19,47.5,39.257385955364555,
Kamala Harris,2024-08-20,49.0,39.348402886322745,
Kamala Harris,2024-08-21,46.375,39.55831698605259,
Kamala Harris,2024-08-22,48.44,39.584102133130635,
Kamala Harris,2024-08-23,48.666666666666664,39.77122970543364,
Kamala Harris,2024-08-24,51.0,39.97980543196069,
Kamala Harris,2024-08-25,48.333333333333336,40.36025659955706,
Kamala Harris,2024-08-26,49.15384615384615,40.54415297989595,
Kamala Harris,2024-08-27,49.4,40.79069286671231,
Kamala Harris,2024-08-28,49.40714285714286,41.0552852756622,
Kamala Harris,2024-08-29,47.714285714285715,41.319395116906705,
Kamala Harris,2024-08-30,49.0,41.4599465395186,
Kamala Harris,2024-08-31,48.32,41.69649347481466,
Kamala Harris,2024-09-01,48.5,41.88279148834289,
Kamala Harris,2024-09-02,50.0,42.08254477879862,
Kamala Harris,2024-09-03,50.0,42.389941994886975,
Kamala Harris,2024-09-04,50.15,42.69180252765988,
Kamala Harris,2024-09-05,48.625,42.9986950378306,
Kamala Harris,2024-09-06,48.666666666666664,43.189170312709926,
Kamala Harris,2024-09-07,49.0,43.38073172735767,
Kamala Harris,2024-09-08,48.17416666666667,43.59401763968595,
Kamala Harris,2024-09-09,47.5,43.74418351777458,
Kamala Harris,2024-09-10,50.0,43.84453333234301,
Kamala Harris,2024-09-11,48.333333333333336,44.125785139893736,
Kamala Harris,2024-09-12,48.88333333333333,44.27951850545547,
Kamala Harris,2024-09-13,49.699999999999996,44.470658546566426,
Kamala Harris,2024-09-14,48.9,44.716567068518486,
Kamala Harris,2024-09-15,47.93333333333334,44.898047203090016,
Kamala Harris,2024-09-16,48.84117647058823,45.00553116244838,
Kamala Harris,2024-09-17,49.142857142857146,45.177095119406594,
Kamala Harris,2024-09-18,49.540000000000006,45.3660953466858,
Kamala Harris,2024-09-19,48.6,45.578430757827434,
Kamala Harris,2024-09-20,48.857142857142854,45.71644798559771,
Kamala Harris,2024-09-21,45.57142857142857,45.86939946665431,
Kamala Harris,2024-09-22,48.166666666666664,45.781018605156966,
Kamala Harris,2024-09-23,50.5,45.88550093156028,
Kamala Harris,2024-09-24,49.17894736842105,46.15569327649243,
Kamala Harris,2024-09-25,49.53333333333333,46.32084730666184,
Kamala Harris,2024-09-26,48.6375,46.50599379291926,
Kamala Harris,2024-09-27,48.75,46.619947854840206,
Kamala Harris,2024-09-28,49.0,46.73827324193152,
Kamala Harris,2024-09-29,47.28888888888889,46.87056547811838,
Kamala Harris,2024-09-30,48.385714285714286,46.874697959157004,
Kamala Harris,2024-10-01,49.028571428571425,46.95849207858647,
Kamala Harris,2024-10-02,48.0,47.085767776290844,
Kamala Harris,2024-10-03,49.083333333333336,47.1340540628257,
Kamala Harris,2024-10-04,48.63333333333333,47.25888712910451,
Kamala Harris,2024-10-05,51.0,47.346368217772685,
Kamala Harris,2024-10-06,49.0,47.601064923643435,
Kamala Harris,2024-10-07,48.90909090909091,47.70087062376358,
Kamala Harris,2024-10-08,48.93076923076923,47.78986355111086,
Kamala Harris,2024-10-09,47.63333333333333,47.8765403579886,
Kamala Harris,2024-10-10,48.3,47.86581854081262,
Kamala Harris,2024-10-11,50.25,47.903425698569905,
Kamala Harris,2024-10-12,50.0,48.07982816131718,
Kamala Harris,2024-10-13,49.2,48.23041481253339,
Kamala Harris,2024-10-14,47.61818181818182,48.31649652705815,
Kamala Harris,2024-10-15,48.473684210526315,48.284358787950254,
Kamala Harris,2024-10-16,48.519999999999996,48.31475344143144,
Kamala Harris,2024-10-17,48.625,48.3466935922051,
Kamala Harris,2024-10-18,48.25,48.384332375880966,
Kamala Harris,2024-10-19,48.5,48.39280434671017,
Kamala Harris,2024-10-20,48.205555555555556,48.418408390453244,
Kamala Harris,2024-10-21,48.5,48.421162049069906,
Kamala Harris,2024-10-22,48.8,48.44449962239147,
Kamala Harris,2024-10-23,48.46,48.48795011637349,
Kamala Harris,2024-10-24,48.57142857142857,48.50450038053239,
Kamala Harris,2024-10-25,49.18181818181818,48.52783267540105,
Kamala Harris,2024-10-26,48.0,48.59363235191965,
Kamala Harris,2024-10-27,48.53,48.57085215041565,
Kamala Harris,2024-10-28,47.94761904761905,48.58668077350105,
Kamala Harris,2024-10-29,48.025,48.55929269667946,
Kamala Harris,2024-10-30,48.41578947368421,48.53811643723901,
Kamala Harris,2024-10-31,48.26086956521739,48.545520892493826,
Kamala Harris,2024-11-01,47.75,48.54096487450085,
Kamala Harris,2024-11-02,47.857446808510645,48.49930588196571,
Kamala Harris,2024-11-03,48.5,48.46673639144952,
Kamala Harris,2024-11-04,47.825,48.48149534225168,
Kamala Harris,2024-11-05,,48.44659252627895,47.837383177570096
