pollscore,state,end_date,population,candidate_name,pct
-0.3,Georgia,2024-09-25,rv,Kamala Harris,48.0
-0.3,Georgia,2024-09-25,rv,Donald Trump,47.0
-0.3,Georgia,2024-09-25,rv,Kamala Harris,48.0
-0.3,Georgia,2024-09-25,rv,Donald Trump,47.0
-0.3,Georgia,2024-09-25,lv,Kamala Harris,48.0
-0.3,Georgia,2024-09-25,lv,Donald Trump,48.0
-0.3,Georgia,2024-09-25,lv,Kamala Harris,49.0
-0.3,Georgia,2024-09-25,lv,Donald Trump,49.0
-0.3,Michigan,2024-09-25,rv,Kamala Harris,49.0
-0.3,Michigan,2024-09-25,rv,Donald Trump,45.0
-0.3,Michigan,2024-09-25,rv,Kamala Harris,49.0
-0.3,Michigan,2024-09-25,rv,Donald Trump,47.0
-0.3,Michigan,2024-09-25,lv,Kamala Harris,50.0
-0.3,Michigan,2024-09-25,lv,Donald Trump,46.0
-0.3,Michigan,2024-09-25,lv,Kamala Harris,50.0
-0.3,Michigan,2024-09-25,lv,Donald Trump,47.0
-0.3,Nevada,2024-09-25,rv,Kamala Harris,46.0
-0.3,Nevada,2024-09-25,rv,Donald Trump,44.0
-0.3,Nevada,2024-09-25,rv,Kamala Harris,49.0
-0.3,Nevada,2024-09-25,rv,Donald Trump,45.0
-0.3,Nevada,2024-09-25,lv,Kamala Harris,50.0
-0.3,Nevada,2024-09-25,lv,Donald Trump,44.0
-0.3,Nevada,2024-09-25,lv,Kamala Harris,52.0
-0.3,Nevada,2024-09-25,lv,Donald Trump,45.0
-0.3,North Carolina,2024-09-25,rv,Kamala Harris,48.0
-0.3,North Carolina,2024-09-25,rv,Donald Trump,46.0
-0.3,North Carolina,2024-09-25,rv,Kamala Harris,50.0
-0.3,North Carolina,2024-09-25,rv,Donald Trump,47.0
-0.3,North Carolina,2024-09-25,lv,Kamala Harris,49.0
-0.3,North Carolina,2024-09-25,lv,Donald Trump,47.0
-0.3,North Carolina,2024-09-25,lv,Kamala Harris,50.0
-0.3,North Carolina,2024-09-25,lv,Donald Trump,48.0
-0.3,Pennsylvania,2024-09-25,rv,Kamala Harris,50.0
-0.3,Pennsylvania,2024-09-25,rv,Donald Trump,44.0
-0.3,Pennsylvania,2024-09-25,rv,Kamala Harris,49.0
-0.3,Pennsylvania,2024-09-25,rv,Donald Trump,46.0
-0.3,Pennsylvania,2024-09-25,lv,Kamala Harris,51.0
-0.3,Pennsylvania,2024-09-25,lv,Donald Trump,45.0
-0.3,Pennsylvania,2024-09-25,lv,Kamala Harris,51.0
-0.3,Pennsylvania,2024-09-25,lv,Donald Trump,46.0
-0.3,Wisconsin,2024-09-25,rv,Kamala Harris,49.0
-0.3,Wisconsin,2024-09-25,rv,Donald Trump,47.0
-0.3,Wisconsin,2024-09-25,rv,Kamala Harris,50.0
-0.3,Wisconsin,2024-09-25,rv,Donald Trump,48.0
-0.3,Wisconsin,2024-09-25,lv,Kamala Harris,50.0
-0.3,Wisconsin,2024-09-25,lv,Donald Trump,47.0
-0.3,Wisconsin,2024-09-25,lv,Kamala Harris,51.0
-0.3,Wisconsin,2024-09-25,lv,Donald Trump,48.0
,Arizona,2024-09-25,lv,Kamala Harris,50.0
,Arizona,2024-09-25,lv,Donald Trump,47.0
,Arizona,2024-09-25,lv,Kamala Harris,50.0
,Arizona,2024-09-25,lv,Donald Trump,48.0
,Georgia,2024-09-25,lv,Kamala Harris,47.0
,Georgia,2024-09-25,lv,Donald Trump,48.0
,Georgia,2024-09-25,lv,Kamala Harris,47.0
,Georgia,2024-09-25,lv,Donald Trump,49.0
,Michigan,2024-09-25,lv,Kamala Harris,49.0
,Michigan,2024-09-25,lv,Donald Trump,46.0
,Michigan,2024-09-25,lv,Kamala Harris,51.0
,Michigan,2024-09-25,lv,Donald Trump,48.0
,Nevada,2024-09-25,lv,Kamala Harris,48.0
,Nevada,2024-09-25,lv,Donald Trump,47.0
,Nevada,2024-09-25,lv,Kamala Harris,48.0
,Nevada,2024-09-25,lv,Donald Trump,47.0
,North Carolina,2024-09-25,lv,Kamala Harris,49.0
,North Carolina,2024-09-25,lv,Donald Trump,46.0
,North Carolina,2024-09-25,lv,Kamala Harris,49.0
,North Carolina,2024-09-25,lv,Donald Trump,49.0
,Pennsylvania,2024-09-25,lv,Kamala Harris,49.0
,Pennsylvania,2024-09-25,lv,Donald Trump,47.0
,Pennsylvania,2024-09-25,lv,Kamala Harris,50.0
,Pennsylvania,2024-09-25,lv,Donald Trump,49.0
,Wisconsin,2024-09-25,lv,Kamala Harris,48.0
,Wisconsin,2024-09-25,lv,Donald Trump,46.0
,Wisconsin,2024-09-25,lv,Kamala Harris,49.0
,Wisconsin,2024-09-25,lv,Donald Trump,47.0
-0.1,Virginia,2024-09-25,a,Kamala Harris,43.0
-0.1,Virginia,2024-09-25,a,Donald Trump,37.0
-0.1,Virginia,2024-09-25,rv,Kamala Harris,47.4
-0.1,Virginia,2024-09-25,rv,Donald Trump,36.6
,California,2024-09-25,lv,Kamala Harris,57.7
,California,2024-09-25,lv,Donald Trump,35.5
,Pennsylvania,2024-09-25,lv,Kamala Harris,51.6
,Pennsylvania,2024-09-25,lv,Donald Trump,48.4
-1.1,Texas,2024-09-24,lv,Kamala Harris,46.7
-1.1,Texas,2024-09-24,lv,Donald Trump,52.3
-1.1,Virginia,2024-09-24,lv,Kamala Harris,52.7
-1.1,Virginia,2024-09-24,lv,Donald Trump,46.2
-0.3,,2024-09-24,lv,Kamala Harris,51.0
-0.3,,2024-09-24,lv,Donald Trump,45.0
-1.1,,2024-09-24,rv,Kamala Harris,47.0
-1.1,,2024-09-24,rv,Donald Trump,44.0
-1.1,,2024-09-24,lv,Kamala Harris,49.0
-1.1,,2024-09-24,lv,Donald Trump,46.0
-1.1,Georgia,2024-09-24,lv,Kamala Harris,49.0
-1.1,Georgia,2024-09-24,lv,Donald Trump,51.0
-1.1,Arizona,2024-09-24,rv,Kamala Harris,47.0
-1.1,Arizona,2024-09-24,rv,Donald Trump,49.0
-1.1,Arizona,2024-09-24,lv,Kamala Harris,47.0
-1.1,Arizona,2024-09-24,lv,Donald Trump,50.0
-1.1,Arizona,2024-09-24,rv,Kamala Harris,48.0
-1.1,Arizona,2024-09-24,rv,Donald Trump,50.0
-1.1,Arizona,2024-09-24,lv,Kamala Harris,48.0
-1.1,Arizona,2024-09-24,lv,Donald Trump,51.0
-1.1,Georgia,2024-09-24,rv,Kamala Harris,49.0
-1.1,Georgia,2024-09-24,rv,Donald Trump,47.0
-1.1,Georgia,2024-09-24,lv,Kamala Harris,50.0
-1.1,Georgia,2024-09-24,lv,Donald Trump,48.0
-1.1,Georgia,2024-09-24,rv,Kamala Harris,51.0
-1.1,Georgia,2024-09-24,rv,Donald Trump,48.0
-1.1,Georgia,2024-09-24,lv,Kamala Harris,51.0
-1.1,Georgia,2024-09-24,lv,Donald Trump,48.0
-1.1,North Carolina,2024-09-24,lv,Kamala Harris,47.0
-1.1,North Carolina,2024-09-24,lv,Donald Trump,49.0
-1.1,North Carolina,2024-09-24,rv,Kamala Harris,48.0
-1.1,North Carolina,2024-09-24,rv,Donald Trump,47.0
-1.1,North Carolina,2024-09-24,lv,Kamala Harris,49.0
-1.1,North Carolina,2024-09-24,lv,Donald Trump,50.0
-1.1,North Carolina,2024-09-24,rv,Kamala Harris,50.0
-1.1,North Carolina,2024-09-24,rv,Donald Trump,48.0
-1.1,Pennsylvania,2024-09-24,lv,Kamala Harris,47.0
-1.1,Pennsylvania,2024-09-24,lv,Donald Trump,48.0
-1.1,Pennsylvania,2024-09-24,rv,Kamala Harris,48.0
-1.1,Pennsylvania,2024-09-24,rv,Donald Trump,46.0
-1.1,Pennsylvania,2024-09-24,lv,Kamala Harris,49.0
-1.1,Pennsylvania,2024-09-24,lv,Donald Trump,49.0
-1.1,Pennsylvania,2024-09-24,rv,Kamala Harris,50.0
-1.1,Pennsylvania,2024-09-24,rv,Donald Trump,48.0
-0.9,Arizona,2024-09-24,rv,Kamala Harris,48.0
-0.9,Arizona,2024-09-24,rv,Donald Trump,50.0
-0.9,Arizona,2024-09-24,lv,Kamala Harris,49.0
-0.9,Arizona,2024-09-24,lv,Donald Trump,50.0
-0.9,North Carolina,2024-09-24,rv,Kamala Harris,49.0
-0.9,North Carolina,2024-09-24,rv,Donald Trump,48.0
-0.9,North Carolina,2024-09-24,lv,Kamala Harris,49.0
-0.9,North Carolina,2024-09-24,lv,Donald Trump,49.0
-0.9,Georgia,2024-09-24,rv,Kamala Harris,49.0
-0.9,Georgia,2024-09-24,rv,Donald Trump,48.0
-0.9,Georgia,2024-09-24,lv,Kamala Harris,49.0
-0.9,Georgia,2024-09-24,lv,Donald Trump,50.0
-1.0,Arizona,2024-09-24,lv,Kamala Harris,42.4
-1.0,Arizona,2024-09-24,lv,Donald Trump,48.4
-0.2,,2024-09-24,lv,Kamala Harris,51.0
-0.2,,2024-09-24,lv,Donald Trump,44.0
-0.2,,2024-09-24,lv,Kamala Harris,58.0
,,2024-09-24,lv,Kamala Harris,51.4
,,2024-09-24,lv,Donald Trump,48.6
-0.3,Pennsylvania,2024-09-24,lv,Kamala Harris,49.0
-0.3,Pennsylvania,2024-09-24,lv,Donald Trump,47.0
-0.3,Pennsylvania,2024-09-24,lv,Kamala Harris,50.0
-0.3,Pennsylvania,2024-09-24,lv,Donald Trump,47.0
,Texas,2024-09-24,lv,Kamala Harris,45.7
,Texas,2024-09-24,lv,Donald Trump,54.3
-0.3,,2024-09-23,lv,Kamala Harris,51.0
-0.3,,2024-09-23,lv,Donald Trump,45.0
,Florida,2024-09-23,rv,Kamala Harris,47.0
,Florida,2024-09-23,rv,Donald Trump,48.0
,Georgia,2024-09-23,rv,Kamala Harris,49.0
,Georgia,2024-09-23,rv,Donald Trump,47.0
,North Carolina,2024-09-23,rv,Kamala Harris,49.0
,North Carolina,2024-09-23,rv,Donald Trump,48.0
-1.3,Nebraska,2024-09-23,lv,Kamala Harris,40.0
-1.3,Nebraska,2024-09-23,lv,Donald Trump,56.0
-0.1,,2024-09-23,rv,Kamala Harris,52.0
-0.1,,2024-09-23,rv,Donald Trump,48.0
-0.1,,2024-09-23,rv,Kamala Harris,50.0
-0.1,,2024-09-23,rv,Donald Trump,46.0
-0.9,Pennsylvania,2024-09-23,rv,Kamala Harris,47.0
-0.9,Pennsylvania,2024-09-23,rv,Donald Trump,45.0
-0.3,Maryland,2024-09-23,lv,Kamala Harris,63.0
-0.3,Maryland,2024-09-23,lv,Donald Trump,31.0
-0.3,Maryland,2024-09-23,lv,Kamala Harris,64.0
-0.3,Maryland,2024-09-23,lv,Donald Trump,32.0
-0.3,Maryland,2024-09-23,rv,Kamala Harris,61.0
-0.3,Maryland,2024-09-23,rv,Donald Trump,31.0
-0.3,Maryland,2024-09-23,rv,Kamala Harris,62.0
-0.3,Maryland,2024-09-23,rv,Donald Trump,32.0
,Michigan,2024-09-23,lv,Kamala Harris,51.0
,Michigan,2024-09-23,lv,Donald Trump,45.0
,Wisconsin,2024-09-23,lv,Kamala Harris,51.0
,Wisconsin,2024-09-23,lv,Donald Trump,45.0
,Pennsylvania,2024-09-23,lv,Kamala Harris,48.0
,Pennsylvania,2024-09-23,lv,Donald Trump,48.0
-0.4,Wisconsin,2024-09-23,lv,Kamala Harris,50.0
-0.4,Wisconsin,2024-09-23,lv,Donald Trump,49.0
-0.3,,2024-09-22,lv,Kamala Harris,50.0
-0.3,,2024-09-22,lv,Donald Trump,45.0
-0.9,,2024-09-22,rv,Kamala Harris,46.61
-0.9,,2024-09-22,rv,Donald Trump,40.48
-0.9,,2024-09-22,lv,Kamala Harris,50.0
-0.9,,2024-09-22,lv,Donald Trump,44.0
-0.9,,2024-09-22,a,Kamala Harris,42.0
-0.9,,2024-09-22,a,Donald Trump,38.0
-0.6,,2024-09-22,lv,Kamala Harris,48.0
-0.6,,2024-09-22,lv,Donald Trump,47.0
-0.6,,2024-09-22,rv,Kamala Harris,47.0
-0.6,,2024-09-22,rv,Donald Trump,47.0
-0.5,,2024-09-22,lv,Kamala Harris,47.0
-0.5,,2024-09-22,lv,Donald Trump,48.0
-0.5,,2024-09-22,lv,Kamala Harris,48.0
-0.5,,2024-09-22,lv,Donald Trump,48.0
-0.3,Pennsylvania,2024-09-22,lv,Kamala Harris,46.0
-0.3,Pennsylvania,2024-09-22,lv,Donald Trump,46.0
0.1,Delaware,2024-09-21,rv,Kamala Harris,54.0
0.1,Delaware,2024-09-21,rv,Donald Trump,37.0
-0.3,,2024-09-21,lv,Kamala Harris,50.0
-0.3,,2024-09-21,lv,Donald Trump,45.0
-1.5,Arizona,2024-09-21,rv,Kamala Harris,45.0
-1.5,Arizona,2024-09-21,rv,Donald Trump,49.0
-1.5,Arizona,2024-09-21,lv,Kamala Harris,45.0
-1.5,Arizona,2024-09-21,lv,Donald Trump,50.0
-1.5,Arizona,2024-09-21,rv,Kamala Harris,42.0
-1.5,Arizona,2024-09-21,rv,Donald Trump,47.0
-1.5,Arizona,2024-09-21,lv,Kamala Harris,43.0
-1.5,Arizona,2024-09-21,lv,Donald Trump,48.0
-1.5,Georgia,2024-09-21,rv,Kamala Harris,44.0
-1.5,Georgia,2024-09-21,rv,Donald Trump,48.0
-1.5,Georgia,2024-09-21,lv,Kamala Harris,45.0
-1.5,Georgia,2024-09-21,lv,Donald Trump,49.0
-1.5,Georgia,2024-09-21,rv,Kamala Harris,43.0
-1.5,Georgia,2024-09-21,rv,Donald Trump,46.0
-1.5,Georgia,2024-09-21,lv,Kamala Harris,44.0
-1.5,Georgia,2024-09-21,lv,Donald Trump,47.0
-1.5,North Carolina,2024-09-21,rv,Kamala Harris,47.0
-1.5,North Carolina,2024-09-21,rv,Donald Trump,48.0
-1.5,North Carolina,2024-09-21,lv,Kamala Harris,47.0
-1.5,North Carolina,2024-09-21,lv,Donald Trump,49.0
-1.5,North Carolina,2024-09-21,rv,Kamala Harris,46.0
-1.5,North Carolina,2024-09-21,rv,Donald Trump,46.0
-1.5,North Carolina,2024-09-21,lv,Kamala Harris,45.0
-1.5,North Carolina,2024-09-21,lv,Donald Trump,47.0
,California,2024-09-21,lv,Kamala Harris,64.0
,California,2024-09-21,lv,Donald Trump,36.0
-1.1,,2024-09-20,lv,Kamala Harris,52.0
-1.1,,2024-09-20,lv,Donald Trump,48.0
-0.3,,2024-09-20,lv,Kamala Harris,49.0
-0.3,,2024-09-20,lv,Donald Trump,46.0
-0.4,Ohio,2024-09-20,lv,Kamala Harris,43.0
-0.4,Ohio,2024-09-20,lv,Donald Trump,54.0
-0.4,Pennsylvania,2024-09-20,lv,Kamala Harris,49.0
-0.4,Pennsylvania,2024-09-20,lv,Donald Trump,49.0
0.3,North Carolina,2024-09-20,lv,Kamala Harris,48.0
0.3,North Carolina,2024-09-20,lv,Donald Trump,48.0
0.6,Rhode Island,2024-09-20,lv,Kamala Harris,52.0
0.6,Rhode Island,2024-09-20,lv,Donald Trump,38.0
-0.6,Michigan,2024-09-20,lv,Kamala Harris,49.0
-0.6,Michigan,2024-09-20,lv,Donald Trump,47.0
-0.6,Nevada,2024-09-20,lv,Kamala Harris,48.0
-0.6,Nevada,2024-09-20,lv,Donald Trump,49.0
-0.6,Pennsylvania,2024-09-20,lv,Kamala Harris,47.0
-0.6,Pennsylvania,2024-09-20,lv,Donald Trump,48.0
-0.6,Wisconsin,2024-09-20,lv,Kamala Harris,48.0
-0.6,Wisconsin,2024-09-20,lv,Donald Trump,48.0
-0.6,Montana,2024-09-20,lv,Kamala Harris,39.0
-0.6,Montana,2024-09-20,lv,Donald Trump,56.0
-0.3,,2024-09-19,lv,Kamala Harris,50.0
-0.3,,2024-09-19,lv,Donald Trump,46.0
0.6,,2024-09-19,lv,Kamala Harris,48.0
0.6,,2024-09-19,lv,Donald Trump,47.0
-0.4,,2024-09-19,lv,Kamala Harris,50.0
-0.4,,2024-09-19,lv,Donald Trump,48.0
0.4,Arizona,2024-09-19,lv,Kamala Harris,47.0
0.4,Arizona,2024-09-19,lv,Donald Trump,47.0
0.4,Florida,2024-09-19,lv,Kamala Harris,45.0
0.4,Florida,2024-09-19,lv,Donald Trump,50.0
0.4,Michigan,2024-09-19,lv,Kamala Harris,46.0
0.4,Michigan,2024-09-19,lv,Donald Trump,45.0
0.4,Minnesota,2024-09-19,lv,Kamala Harris,50.0
0.4,Minnesota,2024-09-19,lv,Donald Trump,44.0
0.4,Nevada,2024-09-19,lv,Kamala Harris,45.0
0.4,Nevada,2024-09-19,lv,Donald Trump,45.0
0.4,Pennsylvania,2024-09-19,lv,Kamala Harris,47.0
0.4,Pennsylvania,2024-09-19,lv,Donald Trump,47.0
0.4,Wisconsin,2024-09-19,lv,Kamala Harris,47.0
0.4,Wisconsin,2024-09-19,lv,Donald Trump,47.0
0.4,Georgia,2024-09-19,lv,Kamala Harris,46.0
0.4,Georgia,2024-09-19,lv,Donald Trump,48.0
0.4,North Carolina,2024-09-19,lv,Kamala Harris,47.0
0.4,North Carolina,2024-09-19,lv,Donald Trump,48.0
-1.0,Pennsylvania,2024-09-19,lv,Kamala Harris,48.0
-1.0,Pennsylvania,2024-09-19,lv,Donald Trump,48.0
-0.4,Nevada,2024-09-19,lv,Kamala Harris,47.0
-0.4,Nevada,2024-09-19,lv,Donald Trump,44.0
,,2024-09-19,lv,Kamala Harris,52.9
,,2024-09-19,lv,Donald Trump,47.1
,,2024-09-19,lv,Kamala Harris,51.2
,,2024-09-19,lv,Donald Trump,44.6
-0.4,Montana,2024-09-19,lv,Kamala Harris,38.0
-0.4,Montana,2024-09-19,lv,Donald Trump,59.0
-1.0,Michigan,2024-09-19,lv,Kamala Harris,48.0
-1.0,Michigan,2024-09-19,lv,Donald Trump,43.0
-1.0,Pennsylvania,2024-09-19,lv,Kamala Harris,48.0
-1.0,Pennsylvania,2024-09-19,lv,Donald Trump,46.0
,Delaware,2024-09-19,lv,Kamala Harris,55.6
,Delaware,2024-09-19,lv,Donald Trump,35.9
0.1,North Carolina,2024-09-18,lv,Kamala Harris,44.9
0.1,North Carolina,2024-09-18,lv,Donald Trump,48.5
-0.4,Georgia,2024-09-18,rv,Kamala Harris,47.5
-0.4,Georgia,2024-09-18,rv,Donald Trump,45.4
-0.4,Georgia,2024-09-18,lv,Kamala Harris,47.6
-0.4,Georgia,2024-09-18,lv,Donald Trump,47.9
-0.4,Georgia,2024-09-18,rv,Kamala Harris,46.4
-0.4,Georgia,2024-09-18,rv,Donald Trump,44.4
-0.4,Georgia,2024-09-18,lv,Kamala Harris,47.8
-0.4,Georgia,2024-09-18,lv,Donald Trump,48.0
-1.1,Minnesota,2024-09-18,lv,Kamala Harris,48.0
-1.1,Minnesota,2024-09-18,lv,Donald Trump,43.0
-1.0,Michigan,2024-09-18,lv,Kamala Harris,47.6
-1.0,Michigan,2024-09-18,lv,Donald Trump,45.4
-0.3,,2024-09-18,lv,Kamala Harris,50.0
-0.3,,2024-09-18,lv,Donald Trump,46.0
-1.1,Arizona,2024-09-18,lv,Kamala Harris,48.7
-1.1,Arizona,2024-09-18,lv,Donald Trump,49.8
-1.1,Georgia,2024-09-18,lv,Kamala Harris,48.2
-1.1,Georgia,2024-09-18,lv,Donald Trump,50.3
-1.1,Michigan,2024-09-18,lv,Kamala Harris,50.0
-1.1,Michigan,2024-09-18,lv,Donald Trump,49.1
-1.1,Nevada,2024-09-18,lv,Kamala Harris,48.8
-1.1,Nevada,2024-09-18,lv,Donald Trump,49.0
-1.1,Pennsylvania,2024-09-18,lv,Kamala Harris,49.6
-1.1,Pennsylvania,2024-09-18,lv,Donald Trump,49.3
-1.1,North Carolina,2024-09-18,lv,Kamala Harris,49.7
-1.1,North Carolina,2024-09-18,lv,Donald Trump,49.3
-1.1,Wisconsin,2024-09-18,lv,Kamala Harris,48.7
-1.1,Wisconsin,2024-09-18,lv,Donald Trump,50.3
,Texas,2024-09-18,lv,Kamala Harris,44.0
,Texas,2024-09-18,lv,Donald Trump,50.0
-0.8,Pennsylvania,2024-09-18,lv,Kamala Harris,50.0
-0.8,Pennsylvania,2024-09-18,lv,Donald Trump,46.0
-0.8,Pennsylvania,2024-09-18,lv,Kamala Harris,52.0
-0.8,Pennsylvania,2024-09-18,lv,Donald Trump,47.0
-0.8,Massachusetts,2024-09-18,lv,Kamala Harris,60.0
-0.8,Massachusetts,2024-09-18,lv,Donald Trump,32.0
-0.8,Massachusetts,2024-09-18,lv,Kamala Harris,63.0
-0.8,Massachusetts,2024-09-18,lv,Donald Trump,35.0
-1.3,New Mexico,2024-09-18,lv,Kamala Harris,50.0
-1.3,New Mexico,2024-09-18,lv,Donald Trump,42.0
-0.8,Wisconsin,2024-09-18,lv,Kamala Harris,51.0
-0.8,Wisconsin,2024-09-18,lv,Donald Trump,45.0
-0.8,Wisconsin,2024-09-18,lv,Kamala Harris,53.0
-0.8,Wisconsin,2024-09-18,lv,Donald Trump,46.0
-0.8,Connecticut,2024-09-18,lv,Kamala Harris,53.0
-0.8,Connecticut,2024-09-18,lv,Donald Trump,37.0
-0.8,Rhode Island,2024-09-18,lv,Kamala Harris,53.0
-0.8,Rhode Island,2024-09-18,lv,Donald Trump,40.0
-0.8,Rhode Island,2024-09-18,lv,Kamala Harris,56.0
-0.8,Rhode Island,2024-09-18,lv,Donald Trump,43.0
-0.3,Arizona,2024-09-18,lv,Kamala Harris,48.37
-0.3,Arizona,2024-09-18,lv,Donald Trump,47.35
-0.3,Florida,2024-09-18,lv,Kamala Harris,46.8
-0.3,Florida,2024-09-18,lv,Donald Trump,49.52
-0.3,Maryland,2024-09-18,lv,Kamala Harris,61.41
-0.3,Maryland,2024-09-18,lv,Donald Trump,33.04
-0.3,Michigan,2024-09-18,lv,Kamala Harris,51.97
-0.3,Michigan,2024-09-18,lv,Donald Trump,44.46
-0.3,Nevada,2024-09-18,lv,Kamala Harris,50.87
-0.3,Nevada,2024-09-18,lv,Donald Trump,46.53
-0.3,Ohio,2024-09-18,lv,Kamala Harris,43.02
-0.3,Ohio,2024-09-18,lv,Donald Trump,52.16
-0.3,Pennsylvania,2024-09-18,lv,Kamala Harris,48.74
-0.3,Pennsylvania,2024-09-18,lv,Donald Trump,46.7
-0.3,Texas,2024-09-18,lv,Kamala Harris,45.77
-0.3,Texas,2024-09-18,lv,Donald Trump,49.58
-0.3,Wisconsin,2024-09-18,lv,Kamala Harris,50.22
-0.3,Wisconsin,2024-09-18,lv,Donald Trump,44.3
-0.3,North Carolina,2024-09-18,lv,Kamala Harris,49.33
-0.3,North Carolina,2024-09-18,lv,Donald Trump,47.16
-0.3,Colorado,2024-09-18,lv,Kamala Harris,52.5
-0.3,Colorado,2024-09-18,lv,Donald Trump,42.42
-0.3,Georgia,2024-09-18,lv,Kamala Harris,47.68
-0.3,Georgia,2024-09-18,lv,Donald Trump,48.63
-0.3,Minnesota,2024-09-18,lv,Kamala Harris,49.56
-0.3,Minnesota,2024-09-18,lv,Donald Trump,43.0
-0.3,Virginia,2024-09-18,lv,Kamala Harris,50.76
-0.3,Virginia,2024-09-18,lv,Donald Trump,44.44
0.0,Maryland,2024-09-17,v,Kamala Harris,64.0
0.0,Maryland,2024-09-17,v,Donald Trump,33.0
,,2024-09-17,rv,Kamala Harris,49.0
,,2024-09-17,rv,Donald Trump,45.0
,,2024-09-17,lv,Kamala Harris,49.0
,,2024-09-17,lv,Donald Trump,45.0
-1.1,,2024-09-17,rv,Kamala Harris,49.0
-1.1,,2024-09-17,rv,Donald Trump,45.0
-0.3,,2024-09-17,lv,Kamala Harris,50.0
-0.3,,2024-09-17,lv,Donald Trump,45.0
-0.7,,2024-09-17,rv,Kamala Harris,49.0
-0.7,,2024-09-17,rv,Donald Trump,44.0
-0.7,,2024-09-17,rv,Kamala Harris,47.0
-0.7,,2024-09-17,rv,Donald Trump,41.0
-0.9,Pennsylvania,2024-09-17,rv,Kamala Harris,49.0
-0.9,Pennsylvania,2024-09-17,rv,Donald Trump,48.0
-0.9,Pennsylvania,2024-09-17,lv,Kamala Harris,49.0
-0.9,Pennsylvania,2024-09-17,lv,Donald Trump,49.0
-0.9,Wisconsin,2024-09-17,rv,Kamala Harris,50.0
-0.9,Wisconsin,2024-09-17,rv,Donald Trump,47.0
-0.9,Wisconsin,2024-09-17,lv,Kamala Harris,50.0
-0.9,Wisconsin,2024-09-17,lv,Donald Trump,49.0
-0.9,Michigan,2024-09-17,rv,Kamala Harris,50.0
-0.9,Michigan,2024-09-17,rv,Donald Trump,47.0
-0.9,Michigan,2024-09-17,lv,Kamala Harris,52.0
-0.9,Michigan,2024-09-17,lv,Donald Trump,47.0
-1.2,,2024-09-17,lv,Kamala Harris,50.0
-1.2,,2024-09-17,lv,Donald Trump,45.0
,,2024-09-17,lv,Kamala Harris,52.7
,,2024-09-17,lv,Donald Trump,47.3
-0.3,North Carolina,2024-09-17,lv,Kamala Harris,46.0
-0.3,North Carolina,2024-09-17,lv,Donald Trump,48.0
-0.3,North Carolina,2024-09-17,lv,Kamala Harris,47.0
-0.3,North Carolina,2024-09-17,lv,Donald Trump,50.0
,Virginia,2024-09-17,lv,Kamala Harris,55.2
,Virginia,2024-09-17,lv,Donald Trump,44.8
-1.1,North Carolina,2024-09-16,lv,Kamala Harris,45.3
-1.1,North Carolina,2024-09-16,lv,Donald Trump,45.6
-0.1,,2024-09-16,rv,Kamala Harris,51.0
-0.1,,2024-09-16,rv,Donald Trump,49.0
-0.1,,2024-09-16,rv,Kamala Harris,50.0
-0.1,,2024-09-16,rv,Donald Trump,45.0
-0.1,,2024-09-16,lv,Kamala Harris,51.0
-0.1,,2024-09-16,lv,Donald Trump,49.0
-0.1,,2024-09-16,lv,Kamala Harris,51.0
-0.1,,2024-09-16,lv,Donald Trump,49.0
-0.1,,2024-09-16,lv,Kamala Harris,50.0
-0.1,,2024-09-16,lv,Donald Trump,46.0
-0.1,,2024-09-16,lv,Kamala Harris,50.0
-0.1,,2024-09-16,lv,Donald Trump,46.0
-0.3,,2024-09-16,lv,Kamala Harris,50.0
-0.3,,2024-09-16,lv,Donald Trump,45.0
-0.1,,2024-09-16,rv,Kamala Harris,49.0
-0.1,,2024-09-16,rv,Donald Trump,45.0
-1.1,,2024-09-16,rv,Kamala Harris,50.0
-1.1,,2024-09-16,rv,Donald Trump,48.0
-1.1,,2024-09-16,lv,Kamala Harris,50.0
-1.1,,2024-09-16,lv,Donald Trump,48.0
-0.5,Pennsylvania,2024-09-16,lv,Kamala Harris,51.0
-0.5,Pennsylvania,2024-09-16,lv,Donald Trump,45.0
-0.5,Pennsylvania,2024-09-16,lv,Kamala Harris,51.0
-0.5,Pennsylvania,2024-09-16,lv,Donald Trump,46.0
-0.5,Michigan,2024-09-16,lv,Kamala Harris,50.0
-0.5,Michigan,2024-09-16,lv,Donald Trump,45.0
-0.5,Michigan,2024-09-16,lv,Kamala Harris,51.0
-0.5,Michigan,2024-09-16,lv,Donald Trump,46.0
-0.5,Wisconsin,2024-09-16,lv,Kamala Harris,48.0
-0.5,Wisconsin,2024-09-16,lv,Donald Trump,47.0
-0.5,Wisconsin,2024-09-16,lv,Kamala Harris,49.0
-0.5,Wisconsin,2024-09-16,lv,Donald Trump,48.0
-0.3,Rhode Island,2024-09-16,lv,Kamala Harris,58.0
-0.3,Rhode Island,2024-09-16,lv,Donald Trump,38.0
-0.3,Massachusetts,2024-09-16,lv,Kamala Harris,62.0
-0.3,Massachusetts,2024-09-16,lv,Donald Trump,31.0
-0.3,New Hampshire,2024-09-16,lv,Kamala Harris,54.0
-0.3,New Hampshire,2024-09-16,lv,Donald Trump,43.0
-1.2,Pennsylvania,2024-09-16,lv,Kamala Harris,48.0
-1.2,Pennsylvania,2024-09-16,lv,Donald Trump,47.0
-1.2,Pennsylvania,2024-09-16,lv,Kamala Harris,48.0
